gene320	pp	gene1232	16.0
gene320	pp	seed2	16.0
gene320	pp	seed3	16.0
gene320	pp	gene89	32.0
gene320	pp	gene482	16.0
gene320	pp	gene845	32.0
gene320	pp	gene888	16.0
gene320	pp	gene1120	16.0
gene320	pp	gene1232	16.0
gene320	pp	seed2	16.0
gene320	pp	seed3	16.0
gene320	pp	gene89	32.0
gene482	pp	gene845	32.0
gene482	pp	seed2	32.0
gene482	pp	seed3	16.0
gene482	pp	gene845	32.0
gene482	pp	seed2	32.0
gene482	pp	seed3	16.0
gene652	pp	gene766	16.0
gene652	pp	gene814	16.0
gene652	pp	gene888	16.0
gene652	pp	gene89	32.0
gene652	pp	gene482	16.0
gene652	pp	gene766	16.0
gene652	pp	gene814	16.0
gene652	pp	gene888	16.0
gene652	pp	gene89	32.0
gene652	pp	gene482	16.0
gene695	pp	gene713	8.0
gene695	pp	gene843	8.0
gene695	pp	gene858	8.0
gene695	pp	gene888	8.0
gene695	pp	seed2	16.0
gene695	pp	gene25	16.0
gene695	pp	gene89	8.0
gene695	pp	gene652	8.0
gene695	pp	gene713	8.0
gene695	pp	gene843	8.0
gene695	pp	gene858	8.0
gene695	pp	gene888	8.0
gene695	pp	seed2	16.0
gene695	pp	gene25	16.0
gene695	pp	gene89	8.0
gene695	pp	gene652	8.0
gene713	pp	gene1120	32.0
gene713	pp	seed2	16.0
gene713	pp	gene1120	32.0
gene713	pp	seed2	16.0
gene766	pp	gene845	16.0
gene766	pp	gene888	16.0
gene766	pp	gene1120	16.0
gene766	pp	seed1	16.0
gene766	pp	seed2	32.0
gene766	pp	gene845	16.0
gene766	pp	gene888	16.0
gene766	pp	gene1120	16.0
gene766	pp	seed1	16.0
gene766	pp	seed2	32.0
gene814	pp	gene845	32.0
gene814	pp	seed1	16.0
gene814	pp	gene89	32.0
gene814	pp	gene845	32.0
gene814	pp	seed1	16.0
gene814	pp	gene89	32.0
gene835	pp	gene888	16.0
gene835	pp	seed1	32.0
gene835	pp	seed2	16.0
gene835	pp	seed3	32.0
gene835	pp	gene89	16.0
gene835	pp	gene482	32.0
gene835	pp	gene766	16.0
gene835	pp	gene888	16.0
gene835	pp	seed1	32.0
gene835	pp	seed2	16.0
gene835	pp	seed3	32.0
gene835	pp	gene89	16.0
gene835	pp	gene482	32.0
gene835	pp	gene766	16.0
gene843	pp	gene845	16.0
gene843	pp	gene1120	32.0
gene843	pp	gene1237	16.0
gene843	pp	seed2	16.0
gene843	pp	seed3	16.0
gene843	pp	gene213	16.0
gene843	pp	gene320	16.0
gene843	pp	gene845	16.0
gene843	pp	gene1120	32.0
gene843	pp	gene1237	16.0
gene843	pp	seed2	16.0
gene843	pp	seed3	16.0
gene843	pp	gene213	16.0
gene843	pp	gene320	16.0
gene845	pp	gene1120	16.0
gene845	pp	seed1	16.0
gene845	pp	seed2	16.0
gene845	pp	seed3	32.0
gene845	pp	gene89	16.0
gene845	pp	gene284	16.0
gene845	pp	gene320	16.0
gene845	pp	gene482	32.0
gene845	pp	gene814	16.0
gene845	pp	gene1120	16.0
gene845	pp	seed1	16.0
gene845	pp	seed2	16.0
gene845	pp	seed3	32.0
gene845	pp	gene89	16.0
gene845	pp	gene284	16.0
gene845	pp	gene320	16.0
gene845	pp	gene482	32.0
gene845	pp	gene814	16.0
gene858	pp	gene888	16.0
gene858	pp	gene952	8.0
gene858	pp	gene1120	8.0
gene858	pp	seed1	8.0
gene858	pp	seed2	8.0
gene858	pp	seed3	16.0
gene858	pp	gene89	16.0
gene858	pp	gene213	8.0
gene858	pp	gene695	8.0
gene858	pp	gene814	16.0
gene858	pp	gene835	16.0
gene858	pp	gene888	16.0
gene858	pp	gene952	8.0
gene858	pp	gene1120	8.0
gene858	pp	seed1	8.0
gene858	pp	seed2	8.0
gene858	pp	seed3	16.0
gene858	pp	gene89	16.0
gene858	pp	gene213	8.0
gene858	pp	gene695	8.0
gene858	pp	gene814	16.0
gene858	pp	gene835	16.0
gene888	pp	seed2	32.0
gene888	pp	gene695	16.0
gene888	pp	gene713	16.0
gene888	pp	gene766	16.0
gene888	pp	seed2	32.0
gene888	pp	gene695	16.0
gene888	pp	gene713	16.0
gene888	pp	gene766	16.0
gene952	pp	gene1120	16.0
gene952	pp	seed1	16.0
gene952	pp	seed2	32.0
gene952	pp	gene482	16.0
gene952	pp	gene652	16.0
gene952	pp	gene766	16.0
gene952	pp	gene845	16.0
gene952	pp	gene888	16.0
gene952	pp	gene1120	16.0
gene952	pp	seed1	16.0
gene952	pp	seed2	32.0
gene952	pp	gene482	16.0
gene952	pp	gene652	16.0
gene952	pp	gene766	16.0
gene952	pp	gene845	16.0
gene952	pp	gene888	16.0
gene1120	pp	gene1232	16.0
gene1120	pp	gene1237	8.0
gene1120	pp	seed1	8.0
gene1120	pp	seed2	16.0
gene1120	pp	seed3	16.0
gene1120	pp	gene85	16.0
gene1120	pp	gene89	16.0
gene1120	pp	gene320	16.0
gene1120	pp	gene482	8.0
gene1120	pp	gene713	16.0
gene1120	pp	gene766	8.0
gene1120	pp	gene814	8.0
gene1120	pp	gene888	8.0
gene1120	pp	gene952	8.0
gene1120	pp	gene1232	16.0
gene1120	pp	gene1237	8.0
gene1120	pp	seed1	8.0
gene1120	pp	seed2	16.0
gene1120	pp	seed3	16.0
gene1120	pp	gene85	16.0
gene1120	pp	gene89	16.0
gene1120	pp	gene320	16.0
gene1120	pp	gene482	8.0
gene1120	pp	gene713	16.0
gene1120	pp	gene766	8.0
gene1120	pp	gene814	8.0
gene1120	pp	gene888	8.0
gene1120	pp	gene952	8.0
gene1232	pp	seed1	32.0
gene1232	pp	seed2	32.0
gene1232	pp	gene482	32.0
gene1232	pp	gene766	16.0
gene1232	pp	gene814	16.0
gene1232	pp	gene1120	16.0
gene1232	pp	seed1	32.0
gene1232	pp	seed2	32.0
gene1232	pp	gene482	32.0
gene1232	pp	gene766	16.0
gene1232	pp	gene814	16.0
gene1232	pp	gene1120	16.0
gene1237	pp	seed2	16.0
gene1237	pp	seed3	16.0
gene1237	pp	gene89	16.0
gene1237	pp	gene845	16.0
gene1237	pp	gene888	16.0
gene1237	pp	gene1120	32.0
gene1237	pp	seed2	16.0
gene1237	pp	seed3	16.0
gene1237	pp	gene89	16.0
gene1237	pp	gene845	16.0
gene1237	pp	gene888	16.0
gene1237	pp	gene1120	32.0
gene1254	pp	seed1	32.0
gene1254	pp	seed3	16.0
gene1254	pp	gene39	16.0
gene1254	pp	gene89	16.0
gene1254	pp	gene482	32.0
gene1254	pp	gene766	16.0
gene1254	pp	gene814	16.0
gene1254	pp	gene843	16.0
gene1254	pp	gene888	16.0
gene1254	pp	gene1120	16.0
gene1254	pp	seed1	32.0
gene1254	pp	seed3	16.0
gene1254	pp	gene39	16.0
gene1254	pp	gene89	16.0
gene1254	pp	gene482	32.0
gene1254	pp	gene766	16.0
gene1254	pp	gene814	16.0
gene1254	pp	gene843	16.0
gene1254	pp	gene888	16.0
gene1254	pp	gene1120	16.0
seed1	pp	seed2	32.0
seed1	pp	seed3	32.0
seed1	pp	gene845	16.0
seed1	pp	gene1120	16.0
seed1	pp	seed2	32.0
seed1	pp	seed3	32.0
seed1	pp	gene845	16.0
seed1	pp	gene1120	16.0
seed2	pp	seed3	32.0
seed2	pp	gene284	16.0
seed2	pp	gene713	16.0
seed2	pp	gene1120	16.0
seed2	pp	seed1	32.0
seed2	pp	seed3	32.0
seed2	pp	gene284	16.0
seed2	pp	gene713	16.0
seed2	pp	gene1120	16.0
seed2	pp	seed1	32.0
seed3	pp	gene25	8.0
seed3	pp	gene89	8.0
seed3	pp	gene213	8.0
seed3	pp	gene482	8.0
seed3	pp	gene713	8.0
seed3	pp	gene843	8.0
seed3	pp	gene1120	8.0
seed3	pp	gene1254	8.0
seed3	pp	seed1	32.0
seed3	pp	seed2	32.0
seed3	pp	gene25	8.0
seed3	pp	gene89	8.0
seed3	pp	gene213	8.0
seed3	pp	gene482	8.0
seed3	pp	gene713	8.0
seed3	pp	gene843	8.0
seed3	pp	gene1120	8.0
seed3	pp	gene1254	8.0
seed3	pp	seed1	32.0
seed3	pp	seed2	32.0
